path,workerID,user_text,ai_suggestion,tone_similarity,pos_similarity,coherence_score,user_score,ai_score,ai_coverage,acceptance_status
./coauthor-v1.0/01bc6cf8deb24d5e8877daac7cb4d086.jsonl,A1VZSFHTU51JP0,You are fully immersed in the author's words. Nothing else is going on in the world. It's an experience that is very unique.,You are fully immersed in the author's words.,0.8452569633005809,0.9432999601477862,0.809051513671875,0.2333333333333333,0.4666666666666666,0.6666666666666666,accepted
./coauthor-v1.0/01bc6cf8deb24d5e8877daac7cb4d086.jsonl,A1VZSFHTU51JP0,With an audiobook you get none of that You hear the same story but you don't get the same experience.,With an audiobook you get none of that.,0.7655505426489018,0.8853648783083362,0.7946026921272278,0.1999999999999999,0.1666666666666666,0.6666666666666666,accepted
./coauthor-v1.0/01bc6cf8deb24d5e8877daac7cb4d086.jsonl,A1VZSFHTU51JP0,"Reading takes time but it's so worth the time you spend to just sit there and enjoy reading.
 You won't be able to multitask but that is part of the charm. It's an old fashioned luxury you could say.",Reading takes time but it's so worth the time you spend to just sit there and enjoy reading.,0.8221036098777932,0.8824975032927699,0.8872284889221191,0.1666666666666666,0.2333333333333333,0.5789473684210527,accepted
./coauthor-v1.0/01bc6cf8deb24d5e8877daac7cb4d086.jsonl,A1VZSFHTU51JP0,"I think it's important to enjoy the experience of reading. The experience of doing it, not just the actual task of hearing it like in an audio book.",I think it's important to enjoy the experience of reading.,0.9010046144991972,0.9375,0.7582746148109436,0.35,0.3333333333333333,0.5454545454545454,accepted
./coauthor-v1.0/01bc6cf8deb24d5e8877daac7cb4d086.jsonl,A1VZSFHTU51JP0,"While audiobooks do have their advantages, it's nice to disconnect from technology. It even comes down to physically going to the library to get a book. Rather than downloading an audiobook, it's so refreshing to visit a library. That's another experience that you miss out on otherwise.","Obviously, audiobooks aren't going anywhere anytime soon but it's nice to detach from that world for awhile.",0.7941170497292545,0.824464557969935,0.7450933456420898,0.2083333333333333,0.1666666666666666,0.3157894736842105,rejected
./coauthor-v1.0/01bc6cf8deb24d5e8877daac7cb4d086.jsonl,A1VZSFHTU51JP0,"Obviously, audiobooks aren't going anywhere anytime soon but it's nice to detach from that world for awhile.

I firmly believe a physical book is better.",It feels nicer and I have better interactions with an actual book.,0.8209476585632212,0.66332495807108,0.5830700397491455,0.2166666666666666,0.1666666666666666,0.0,rejected
./coauthor-v1.0/07dab80e78f24a8bb09384e9067719d0.jsonl,A1198W1SPF1R4,we shall get over excessive screen use and embrace the benefits of our digital devicesthe .,"My optimism is based on practical experience with previous screens - more than three decades of using PCs, more than a decade of using a mobile device",0.3197903476572578,0.9355285539274978,0.6188408136367798,0.1666666666666666,0.5333333333333333,0.5,accepted
./coauthor-v1.0/07dab80e78f24a8bb09384e9067719d0.jsonl,A1198W1SPF1R4,"My optimism is based on practical experience with previous screens - more than three decades of using PCs, more than a decade of using a mobile devic.",Screen time is an inevitable part of life in the 21st century; let's minimize its harms and maximize its benefits.,0.2032170228306243,0.8785713119609604,0.5896226763725281,0.5333333333333333,0.3333333333333333,0.8181818181818182,accepted
./coauthor-v1.0/07dab80e78f24a8bb09384e9067719d0.jsonl,A1198W1SPF1R4,Screen time is an inevitable part of life in the 21st century; let's minimize its harms and maximize its benefits.,"There are four benefits to monitoring and curating screen time: health, safety, performance and academic achievement.",0.9053136946372506,0.8811660687121098,0.7444418668746948,0.3333333333333333,0.1999999999999999,0.0,accepted
./coauthor-v1.0/07dab80e78f24a8bb09384e9067719d0.jsonl,A1198W1SPF1R4,We'll start with health - because it is the most important,The absence of physical contact also prevents the spread of infection.,0.7772559407346301,0.5669467095138407,0.2284927666187286,0.4333333333333333,0.1333333333333333,0.5,accepted
./coauthor-v1.0/07dab80e78f24a8bb09384e9067719d0.jsonl,A1198W1SPF1R4,"We can make use of the online fitness classes to exercise at home, which is very flexible and self-paced.","screen time can connect us and help us monitor our homes, our children and the elderly who cannot get out.",0.7977367842596442,0.8847479104076176,0.2259720116853714,0.3333333333333333,0.3999999999999999,0.8636363636363636,rejected
./coauthor-v1.0/07dab80e78f24a8bb09384e9067719d0.jsonl,A1198W1SPF1R4,"screen time can connect us and help us monitor our homes, our children and the elderly who cannot get out. For workers, they can work from home with screen time.",And at universities' distance-learning programs can be supplemented with screen time.,0.9526899248188568,0.8465746311541544,0.5990782976150513,0.25,0.4333333333333333,0.0,accepted
./coauthor-v1.0/2f57e9155477457aad589a7cc507cd68.jsonl,A2W121DQXNQK1,"listening to audiobooks can be a comparable if not more pleasant experience for many types of readers. The benefits of listening to an audiobook, is that the reader can engage with a story at a good pace. Some people are not as fast as readers as others, and notably may struggle to read depending on the contents of the story.","Others simply do not like holding a book, and would rather listen as they go through their daily tasks.",0.2838483699627339,0.7824582414744365,0.5357452630996704,0.3777777777777777,0.5,0.7619047619047619,accepted
./coauthor-v1.0/2f57e9155477457aad589a7cc507cd68.jsonl,A2W121DQXNQK1,"Others simply do not like holding a book, and would rather listen as they go through their daily tasks. Listening is seen as a passive ability, as many are skilled at doing so while they engage in oher activitiest such as driving, or even while exercising. Listening also has the benefit of engaging a person into the setting of the story, as a good audiobook narrator is skilled at voicing the characters and also at setting the background and surroundings facing the characters.

Reading, while more active and requiring more concentration than listening, can be a more involved and personal activity than listening.","Readers can control their pace, and so take notes on areas in the book that they may wish to look into more or take further time to understand.",0.6358683076613326,0.903441442363536,0.5868380069732666,0.6416666666666667,0.3,0.3666666666666666,accepted
./coauthor-v1.0/2f57e9155477457aad589a7cc507cd68.jsonl,A2W121DQXNQK1,"Readers can control their pace, and so take notes on areas in the book that they may wish to look into more or take further time to understaeven  They can go back on what they read to see the characters under new contextes and information.A reader, can also dictate how a character sounds, as listening to an audiobook sets that choice for the listener, who may or may not agree with the narrator's choice.","While good audiobook narrators can add to the experience of a book, they are not able to replace the authors choice for the setting and other aspects",0.9300404404392834,0.890692873903303,0.6518732309341431,0.5,0.5666666666666667,0.5714285714285714,accepted
./coauthor-v1.0/2f57e9155477457aad589a7cc507cd68.jsonl,A2W121DQXNQK1,"While good audiobook narrators can add to the experience of a book, they are not able to replace the authors choice for the setting and other aspects

 foIn my opinion, I prefer reading over listening to an audiob, much less how I can picture the characters in their tone, dialect, and even inflection. For me to get immersed, I have to chose my own pace for engaging in the story, taking the time to pause the story if I want to think more in depth about what has happened, or to connect it with other thoughts I may have. An audiobook while it can be paused, will always move a constant pace dictated by the narrator.",I enjoy being able to address the story in ways that an audiobook cannot offer.,0.1875221099579795,0.9482137154118608,0.667680025100708,0.7999999999999999,0.2666666666666666,0.0,accepted
./coauthor-v1.0/6efda955ff5643aab9d94b60c4b1cdee.jsonl,A2EED3HLTA96CP,it’s a mixed You can't escape it.People sat it encourages lying and misrepresentation.y,I think it's more that people are just more honest about their intentions.,0.6230611721747814,0.6760662577400468,0.4661308228969574,0.2666666666666666,0.5333333333333333,1.0,accepted
./coauthor-v1.0/6efda955ff5643aab9d94b60c4b1cdee.jsonl,A2EED3HLTA96CP,I don't think that's true. Did people start lying to potential romantic partnets when they started using dating apps? Or was it always thjere? Clearly the lTatter,I think it's just a new medium for the same old human behavior.,0.3816200314626776,0.7468943965979538,0.1578485667705536,0.1583333333333333,0.3333333333333333,0.5,accepted
